290855.639,4230392.974,46.199,6799,156483.695768,1,-12
290855.169,4230389.019,48.225,6717,156483.702354,1,-13
290855.209,4230389.524,48.931,6307,156483.702357,1,-13
290855.214,4230390.236,48.760,7126,156483.702362,1,-13
290855.257,4230391.089,49.381,6635,156483.702367,1,-12
290855.237,4230391.712,48.681,6061,156483.702372,1,-12
290855.232,4230392.028,48.456,6143,156483.702375,1,-12
290855.238,4230392.399,48.440,8601,156483.702377,1,-12
290854.758,4230391.740,48.907,7045,156483.708989,1,-12
290854.754,4230392.046,48.692,6225,156483.708991,1,-12
290854.735,4230392.326,48.151,7782,156483.708994,1,-12
290854.746,4230392.721,48.234,4095,156483.708997,1,-12
290854.690,4230392.806,46.940,8601,156483.708999,1,-12
290854.721,4230389.871,48.827,7290,156483.708976,1,-13
290854.731,4230390.594,48.755,5980,156483.708981,1,-12
290854.753,4230391.069,49.076,7208,156483.708984,1,-12
290854.287,4230388.810,48.788,6143,156483.715585,1,-13
290854.300,4230389.191,48.935,9994,156483.715588,1,-13
290854.345,4230391.098,49.167,6553,156483.715601,1,-12
290854.347,4230391.454,49.063,9092,156483.715603,1,-12
290854.329,4230391.719,48.551,6963,156483.715606,1,-12
290854.266,4230392.774,46.698,5570,156483.715616,1,-12
290853.856,4230388.714,48.404,5980,156483.722202,1,-13
290853.904,4230389.636,49.142,9011,156483.722207,1,-13
290853.904,4230390.309,48.851,4505,156483.722213,1,-13
290853.738,4230390.891,44.828,17530,156483.722223,1,-12
290853.880,4230391.911,47.644,6307,156483.722225,1,-12
290853.887,4230392.296,47.655,5980,156483.722228,1,-12
290853.386,4230388.518,48.919,8847,156483.728817,1,-13
290853.401,4230389.599,48.833,8109,156483.728824,1,-13
290853.414,4230390.319,48.824,6471,156483.728829,1,-13
290853.386,4230391.925,47.520,8109,156483.728842,1,-12
290853.405,4230392.332,47.801,7864,156483.728845,1,-12
290852.927,4230388.975,49.417,5488,156483.735436,1,-13
290852.929,4230389.333,49.319,9011,156483.735439,1,-13
290852.918,4230389.966,48.801,7946,156483.735444,1,-13
290852.919,4230391.314,48.284,7864,156483.735454,1,-12
290852.922,4230392.045,48.042,7946,156483.735459,1,-12
290852.409,4230392.460,36.165,18267,156483.735480,1,-12
290852.498,4230388.495,48.956,5078,156483.742050,1,-13
290852.489,4230389.142,48.490,6553,156483.742056,1,-13
290852.518,4230389.594,48.960,8273,156483.742058,1,-13
290852.485,4230390.486,47.829,7782,156483.742066,1,-12
290852.010,4230392.423,36.157,16875,156483.742097,1,-12
290851.958,4230388.954,45.936,7045,156483.748675,1,-13
290852.079,4230389.882,48.336,5734,156483.748678,1,-13
290852.082,4230390.221,48.258,6963,156483.748680,1,-13
290852.081,4230391.588,47.658,7700,156483.748691,1,-12
290852.061,4230392.172,46.944,6061,156483.748696,1,-12
290851.559,4230388.339,48.051,6389,156483.755284,1,-13
290851.609,4230388.909,48.969,8028,156483.755287,1,-13
290851.611,4230389.245,48.872,8028,156483.755289,1,-13
290851.606,4230389.555,48.628,6799,156483.755292,1,-13
290851.603,4230389.885,48.419,7946,156483.755295,1,-13
290851.611,4230390.285,48.421,8109,156483.755297,1,-13
290851.522,4230390.882,46.143,8519,156483.755305,1,-12
290851.579,4230391.797,47.044,5160,156483.755310,1,-12
290851.596,4230392.241,47.246,7454,156483.755313,1,-12
290851.158,4230389.643,49.148,8437,156483.761909,1,-13
290851.130,4230390.488,48.139,7208,156483.761917,1,-12
290851.063,4230391.229,46.290,8765,156483.761924,1,-12
290851.065,4230391.583,46.175,10321,156483.761927,1,-12
290851.078,4230391.989,46.303,6307,156483.761930,1,-12
290851.078,4230392.305,46.172,5570,156483.761932,1,-12
290851.001,4230392.292,44.422,6881,156483.761935,1,-12
290850.693,4230388.591,48.124,4095,156483.768521,1,-13
290850.671,4230388.838,47.524,7536,156483.768523,1,-13
290850.721,4230389.411,48.421,6553,156483.768526,1,-13
290850.722,4230389.778,48.302,7536,156483.768528,1,-13
290850.730,4230390.140,48.321,9584,156483.768531,1,-13
290850.691,4230390.639,47.213,7782,156483.768536,1,-12
290850.692,4230390.983,47.093,8355,156483.768539,1,-12
290850.673,4230391.576,46.393,6963,156483.768544,1,-12
290850.649,4230392.152,45.602,8355,156483.768549,1,-12
290850.233,4230391.976,36.138,16301,156483.768562,1,-12
290850.289,4230388.565,48.162,4915,156483.775138,1,-13
290850.249,4230388.737,47.164,7208,156483.775140,1,-13
290850.305,4230389.665,48.056,4997,156483.775145,1,-13
290850.268,4230390.174,46.984,7618,156483.775150,1,-12
290850.269,4230390.527,46.853,9256,156483.775153,1,-12
290850.253,4230391.132,46.232,8519,156483.775158,1,-12
290850.023,4230391.799,40.654,4833,156483.775171,1,-12
290849.829,4230391.938,36.128,18513,156483.775179,1,-12
290849.810,4230388.853,47.832,7372,156483.781757,1,-13
290849.806,4230389.207,47.602,6307,156483.781760,1,-13
290849.636,4230390.070,43.297,5324,156483.781772,1,-12
290849.645,4230390.828,43.176,9584,156483.781778,1,-12
290849.291,4230388.244,47.013,7208,156483.788372,1,-13
290849.302,4230388.617,47.084,7536,156483.788374,1,-13
290849.299,4230388.938,46.881,6225,156483.788377,1,-13
290849.283,4230389.549,46.246,10485,156483.788382,1,-13
290849.183,4230391.109,43.250,6881,156483.788397,1,-12
290849.201,4230391.554,43.485,8765,156483.788400,1,-12
290849.213,4230391.969,43.579,7618,156483.788403,1,-12
290848.873,4230391.114,36.126,21135,156483.788408,1,-12
290848.879,4230391.470,36.114,15974,156483.788410,1,-12
290848.886,4230391.842,36.116,12533,156483.788413,1,-12
290848.890,4230388.085,46.762,10977,156483.794988,1,-13
290848.913,4230389.897,46.499,7126,156483.795001,1,-13
290848.820,4230390.497,44.089,6881,156483.795009,1,-12
290848.469,4230390.238,36.104,14909,156483.795019,1,-12
290848.476,4230390.611,36.099,15810,156483.795022,1,-12
290848.484,4230390.995,36.104,25312,156483.795025,1,-12
290848.492,4230391.398,36.111,21380,156483.795027,1,-12
290848.499,4230391.766,36.112,14335,156483.795030,1,-12
290848.393,4230388.980,44.209,7782,156483.801616,1,-13
