Dataset 1, avg, 133.131, 17.367, 2.637, 3.858, 2.001
Dataset 1, std, 7.933, 1.210, 0.100, 0.279, 0.000
Dataset 2, avg, 134.336, 17.376, 2.623, 3.935, 2.001
Dataset 2, std, 10.764, 1.204, 0.064, 0.914, 0.001

