Dataset 1, avg, 31.769, 17.451, 3.234, -2.442, 1.999
Dataset 1, std, 7.790, 1.382, 0.325, 0.350, 0.012
Dataset 2, avg, 31.326, 16.949, 3.748, -2.611, 2.927
Dataset 2, std, 8.019, 6.392, 5.523, 1.936, 11.531

