Dataset 1, avg, 129.635, 17.457, 2.621, 3.820, 2.001
Dataset 1, std, 9.016, 1.131, 0.033, 0.280, 0.000
Dataset 2, avg, 131.025, 17.506, 2.619, 3.768, 2.001
Dataset 2, std, 7.519, 2.305, 0.026, 0.297, 0.000

