Dataset 1, avg, 152.634, 17.721, 2.813, 3.787, 2.001
Dataset 1, std, 21.448, 1.236, 0.197, 0.324, 0.001
Dataset 2, avg, 153.633, 17.681, 2.825, 3.875, 2.002
Dataset 2, std, 23.204, 1.257, 0.378, 0.747, 0.003

