290772.368,4230491.897,42.967,10157,156485.059734,1,-3
290772.358,4230492.553,42.037,6799,156485.059739,1,-3
290772.622,4230489.312,34.407,17039,156485.053102,1,-3
290772.630,4230489.654,34.400,17530,156485.053105,1,-3
290772.640,4230490.047,34.414,15728,156485.053107,1,-3
290772.648,4230490.386,34.393,17039,156485.053110,1,-3
290772.393,4230480.190,34.235,16629,156485.053037,1,-4
290772.402,4230480.552,34.238,15810,156485.053040,1,-4
290772.411,4230480.895,34.258,15154,156485.053042,1,-4
290772.420,4230481.280,34.234,15810,156485.053045,1,-4
290772.429,4230481.657,34.239,15810,156485.053048,1,-4
290772.438,4230482.016,34.244,15728,156485.053050,1,-4
290772.447,4230482.386,34.238,18513,156485.053053,1,-4
290772.456,4230482.750,34.242,15728,156485.053055,1,-4
290772.464,4230483.088,34.235,16629,156485.053058,1,-4
290772.474,4230483.451,34.250,16875,156485.053060,1,-4
290772.483,4230483.827,34.260,16629,156485.053063,1,-3
290772.493,4230484.212,34.274,17694,156485.053066,1,-3
290772.501,4230484.556,34.269,16875,156485.053068,1,-3
290772.511,4230484.945,34.280,15974,156485.053071,1,-3
290772.520,4230485.287,34.286,15564,156485.053074,1,-3
290772.528,4230485.649,34.276,16301,156485.053076,1,-3
290772.537,4230485.993,34.281,15564,156485.053079,1,-3
290772.547,4230486.381,34.286,17694,156485.053081,1,-3
290772.557,4230486.758,34.319,15974,156485.053084,1,-3
290772.566,4230487.116,34.335,16137,156485.053086,1,-3
290772.575,4230487.486,34.352,15073,156485.053089,1,-3
290772.584,4230487.851,34.350,15073,156485.053092,1,-3
290772.593,4230488.192,34.368,14827,156485.053094,1,-3
290772.602,4230488.548,34.362,15400,156485.053097,1,-3
290772.612,4230488.926,34.388,15564,156485.053099,1,-3
290773.225,4230491.431,34.404,15974,156485.046501,1,-3
290773.260,4230492.862,34.409,18759,156485.046511,1,-3
290773.270,4230493.233,34.433,15400,156485.046514,1,-3
290773.279,4230493.589,34.435,14499,156485.046516,1,-3
290772.338,4230456.294,33.598,16301,156485.046252,1,-6
290772.348,4230456.650,33.638,15728,156485.046255,1,-6
290772.357,4230457.043,33.622,17530,156485.046257,1,-6
290772.368,4230457.417,33.668,17039,156485.046260,1,-6
290772.376,4230457.779,33.662,17694,156485.046263,1,-6
290772.386,4230458.161,33.671,17530,156485.046265,1,-6
290772.396,4230458.523,33.703,15974,156485.046268,1,-6
290772.405,4230458.870,33.731,17039,156485.046270,1,-6
290772.415,4230459.239,33.775,16137,156485.046273,1,-6
290772.425,4230459.616,33.781,16875,156485.046276,1,-6
290772.434,4230460.003,33.773,16301,156485.046278,1,-6
290772.442,4230460.347,33.768,17940,156485.046281,1,-6
290772.452,4230460.744,33.771,17284,156485.046283,1,-6
290772.461,4230461.090,33.789,15810,156485.046286,1,-6
290772.470,4230461.448,33.781,17284,156485.046288,1,-6
290772.481,4230461.808,33.863,15564,156485.046291,1,-6
290772.491,4230462.201,33.862,17940,156485.046294,1,-6
290772.502,4230462.572,33.933,16875,156485.046296,1,-6
290772.512,4230462.946,33.975,14253,156485.046299,1,-5
290772.526,4230463.337,34.117,13762,156485.046302,1,-5
