290857.061,4230455.984,34.883,8847,156483.682989,1,-6
290857.067,4230456.376,34.873,15564,156483.682992,1,-6
290857.074,4230456.726,34.888,30228,156483.682995,1,-6
290857.079,4230457.082,34.871,49724,156483.682997,1,-6
290857.086,4230457.432,34.881,36945,156483.683000,1,-6
290857.092,4230457.824,34.872,21135,156483.683002,1,-6
290857.098,4230458.194,34.860,9256,156483.683005,1,-6
290857.104,4230458.553,34.849,6963,156483.683007,1,-6
290857.110,4230458.932,34.851,6307,156483.683010,1,-6
290857.116,4230459.291,34.847,7045,156483.683013,1,-6
290857.122,4230459.633,34.843,5078,156483.683015,1,-6
290857.128,4230460.000,34.837,6061,156483.683018,1,-6
290857.134,4230460.375,34.829,6717,156483.683020,1,-6
290857.141,4230460.759,34.824,5242,156483.683023,1,-6
290857.147,4230461.110,34.837,5570,156483.683026,1,-6
290857.153,4230461.501,34.817,5488,156483.683028,1,-5
290857.159,4230461.839,34.814,5652,156483.683031,1,-5
290857.165,4230462.201,34.806,6307,156483.683033,1,-5
290857.171,4230462.553,34.813,6471,156483.683036,1,-5
290857.177,4230462.935,34.796,5570,156483.683038,1,-5
290857.183,4230463.307,34.790,5406,156483.683041,1,-5
290857.190,4230463.672,34.793,4587,156483.683044,1,-5
290857.196,4230464.046,34.783,4587,156483.683046,1,-5
290857.201,4230464.404,34.775,5652,156483.683049,1,-5
290857.207,4230464.749,34.766,5570,156483.683051,1,-5
290857.213,4230465.112,34.765,5816,156483.683054,1,-5
290857.220,4230465.483,34.758,6061,156483.683057,1,-5
290857.226,4230465.870,34.755,6717,156483.683059,1,-5
290857.232,4230466.218,34.749,5898,156483.683062,1,-5
290857.238,4230466.610,34.748,5898,156483.683064,1,-5
290857.244,4230466.949,34.742,4997,156483.683067,1,-5
290857.251,4230467.315,34.742,4997,156483.683069,1,-5
290857.256,4230467.660,34.736,5406,156483.683072,1,-5
290857.262,4230468.042,34.724,6143,156483.683075,1,-5
290857.268,4230468.415,34.711,5570,156483.683077,1,-5
290858.076,4230488.078,34.463,3768,156483.676600,1,-3
290858.081,4230488.448,34.437,4341,156483.676603,1,-3
290858.087,4230488.807,34.436,4587,156483.676605,1,-3
290858.093,4230489.151,34.434,4669,156483.676608,1,-3
290858.099,4230489.510,34.434,4259,156483.676610,1,-3
290858.104,4230489.876,34.415,3932,156483.676613,1,-3
290858.111,4230490.269,34.420,4833,156483.676616,1,-3
290858.116,4230490.611,34.396,4997,156483.676618,1,-3
290858.123,4230490.996,34.401,4505,156483.676621,1,-3
290858.128,4230491.342,34.387,6553,156483.676623,1,-3
290857.049,4230455.257,34.891,8765,156483.682984,1,-6
290857.281,4230469.150,34.711,5570,156483.683083,1,-5
290857.287,4230469.510,34.701,7208,156483.683085,1,-5
290857.292,4230469.859,34.692,5898,156483.683088,1,-5
290857.299,4230470.217,34.701,5980,156483.683090,1,-5
290857.304,4230470.586,34.674,5980,156483.683093,1,-5
290857.312,4230470.976,34.694,5898,156483.683095,1,-5
290857.317,4230471.321,34.689,4669,156483.683098,1,-5
290857.323,4230471.711,34.678,6799,156483.683101,1,-4
290857.329,4230472.050,34.678,7208,156483.683103,1,-4
290857.336,4230472.416,34.680,6143,156483.683106,1,-4
290857.341,4230472.759,34.670,6471,156483.683108,1,-4
290857.347,4230473.143,34.657,5570,156483.683111,1,-4
290857.354,4230473.522,34.661,5242,156483.683114,1,-4
290857.360,4230473.884,34.656,6143,156483.683116,1,-4
290857.366,4230474.249,34.647,6307,156483.683119,1,-4
290857.372,4230474.614,34.637,5734,156483.683121,1,-4
290857.378,4230474.959,34.641,5652,156483.683124,1,-4
290857.384,4230475.315,34.633,5078,156483.683126,1,-4
290857.390,4230475.685,34.630,5734,156483.683129,1,-4
290857.396,4230476.080,34.615,4833,156483.683132,1,-4
290857.402,4230476.421,34.616,6061,156483.683134,1,-4
290857.408,4230476.805,34.596,4095,156483.683137,1,-4
290857.414,4230477.149,34.602,5570,156483.683139,1,-4
290857.420,4230477.512,34.585,4587,156483.683142,1,-4
290857.426,4230477.852,34.597,5078,156483.683144,1,-4
290857.432,4230478.238,34.576,5406,156483.683147,1,-4
290857.274,4230468.782,34.703,5078,156483.683080,1,-5
290857.055,4230455.641,34.881,8601,156483.682987,1,-6
290856.697,4230458.526,34.829,12533,156483.689624,1,-6
290856.703,4230458.899,34.838,9502,156483.689627,1,-6
290856.710,4230459.298,34.834,9584,156483.689630,1,-6
290856.716,4230459.637,34.837,14827,156483.689632,1,-6
290856.723,4230460.026,34.843,23592,156483.689635,1,-6
290856.729,4230460.375,34.836,41942,156483.689637,1,-6
290857.439,4230478.617,34.591,4833,156483.683150,1,-4
290857.445,4230478.976,34.575,4505,156483.683152,1,-4
290857.451,4230479.342,34.583,4587,156483.683155,1,-4
290857.457,4230479.709,34.574,6881,156483.683157,1,-4
290857.463,4230480.054,34.560,5324,156483.683160,1,-4
290857.469,4230480.407,34.566,6307,156483.683162,1,-4
290857.476,4230480.785,34.565,6061,156483.683165,1,-4
290857.482,4230481.176,34.561,5242,156483.683168,1,-4
290857.487,4230481.511,34.548,5488,156483.683170,1,-4
290857.494,4230481.898,34.548,6143,156483.683173,1,-4
290857.499,4230482.249,34.530,6225,156483.683176,1,-3
290857.506,4230482.603,34.542,5734,156483.683178,1,-3
290857.511,4230482.945,34.531,6225,156483.683181,1,-3
