Dataset 1, avg, 68.715, 16.828, 2.564, 3.095, 2.001
Dataset 1, std, 29.669, 1.466, 0.054, 0.506, 0.001
Dataset 2, avg, 77.429, 16.978, 2.566, 3.233, 2.001
Dataset 2, std, 35.948, 2.686, 0.061, 0.691, 0.001
Dataset 3, avg, 144.509, 17.635, 2.652, 4.106, 2.001
Dataset 3, std, 24.840, 2.465, 0.238, 0.522, 0.002
Dataset 4, avg, 42.591, 16.324, 2.561, 2.768, 2.001
Dataset 4, std, 26.885, 1.218, 0.070, 0.413, 0.002

